"Código Departamento","Código Municipio","Código Centro Poblado","Nombre Departamento","Nombre Municipio","Nombre Centro Poblado","Tipo Centro Poblado","Longitud","Latitud","Nombre Distrito","Municipio/Áreas No Municipalizadas (ANM)","Nombre Área Metropolitana"
"05","05001","05001000","ANTIOQUIA","MEDELLÍN","MEDELLÍN, DISTRITO ESPECIAL DE CIENCIA, TECNOLOGÍA E INNOVACIÓN","CABECERA MUNICIPAL","-75.578661","6.250063","MEDELLÍN, DISTRITO ESPECIAL DE CIENCIA, TECNOLOGÍA E INNOVACIÓN","MUNICIPIO","AREA METROPOLITANA DEL VALLE DE ABURRÁ"
"05","05001","05001001","ANTIOQUIA","MEDELLÍN","PALMITAS","CENTRO POBLADO","-75.690039","6.343329","MEDELLÍN, DISTRITO ESPECIAL DE CIENCIA, TECNOLOGÍA E INNOVACIÓN","MUNICIPIO","AREA METROPOLITANA DEL VALLE DE ABURRÁ"
"05","05001","05001004","ANTIOQUIA","MEDELLÍN","SANTA ELENA","CENTRO POBLADO","-75.501293","6.210599","MEDELLÍN, DISTRITO ESPECIAL DE CIENCIA, TECNOLOGÍA E INNOVACIÓN","MUNICIPIO","AREA METROPOLITANA DEL VALLE DE ABURRÁ"
"05","05001","05001009","ANTIOQUIA","MEDELLÍN","ALTAVISTA","CENTRO POBLADO","-75.644721","6.220472","MEDELLÍN, DISTRITO ESPECIAL DE CIENCIA, TECNOLOGÍA E INNOVACIÓN","MUNICIPIO","AREA METROPOLITANA DEL VALLE DE ABURRÁ"
"05","05001","05001010","ANTIOQUIA","MEDELLÍN","AGUAS FRÍAS","CENTRO POBLADO","-75.635261","6.232665","MEDELLÍN, DISTRITO ESPECIAL DE CIENCIA, TECNOLOGÍA E INNOVACIÓN","MUNICIPIO","AREA METROPOLITANA DEL VALLE DE ABURRÁ"
"05","05001","05001013","ANTIOQUIA","MEDELLÍN","SAN JOSÉ DEL MANZANILLO","CENTRO POBLADO","-75.613254","6.205992","MEDELLÍN, DISTRITO ESPECIAL DE CIENCIA, TECNOLOGÍA E INNOVACIÓN","MUNICIPIO","AREA METROPOLITANA DEL VALLE DE ABURRÁ"
"05","05001","05001014","ANTIOQUIA","MEDELLÍN","BARRO BLANCO","CENTRO POBLADO","-75.477868","6.234506","MEDELLÍN, DISTRITO ESPECIAL DE CIENCIA, TECNOLOGÍA E INNOVACIÓN","MUNICIPIO","AREA METROPOLITANA DEL VALLE DE ABURRÁ"
"05","05001","05001015","ANTIOQUIA","MEDELLÍN","EL CERRO","CENTRO POBLADO","-75.491056","6.201982","MEDELLÍN, DISTRITO ESPECIAL DE CIENCIA, TECNOLOGÍA E INNOVACIÓN","MUNICIPIO","AREA METROPOLITANA DEL VALLE DE ABURRÁ"
"05","05001","05001017","ANTIOQUIA","MEDELLÍN","EL PATIO","CENTRO POBLADO","-75.65111","6.277841","MEDELLÍN, DISTRITO ESPECIAL DE CIENCIA, TECNOLOGÍA E INNOVACIÓN","MUNICIPIO","AREA METROPOLITANA DEL VALLE DE ABURRÁ"
"05","05001","05001018","ANTIOQUIA","MEDELLÍN","EL PLACER","CENTRO POBLADO","-75.492971","6.224788","MEDELLÍN, DISTRITO ESPECIAL DE CIENCIA, TECNOLOGÍA E INNOVACIÓN","MUNICIPIO","AREA METROPOLITANA DEL VALLE DE ABURRÁ"
"05","05001","05001019","ANTIOQUIA","MEDELLÍN","EL PLAN","CENTRO POBLADO","-75.518361","6.204348","MEDELLÍN, DISTRITO ESPECIAL DE CIENCIA, TECNOLOGÍA E INNOVACIÓN","MUNICIPIO","AREA METROPOLITANA DEL VALLE DE ABURRÁ"
"05","05001","05001022","ANTIOQUIA","MEDELLÍN","LA ALDEA","CENTRO POBLADO","-75.703423","6.342421","MEDELLÍN, DISTRITO ESPECIAL DE CIENCIA, TECNOLOGÍA E INNOVACIÓN","MUNICIPIO","AREA METROPOLITANA DEL VALLE DE ABURRÁ"
"05","05001","05001023","ANTIOQUIA","MEDELLÍN","LA CUCHILLA","CENTRO POBLADO","-75.65356","6.293513","MEDELLÍN, DISTRITO ESPECIAL DE CIENCIA, TECNOLOGÍA E INNOVACIÓN","MUNICIPIO","AREA METROPOLITANA DEL VALLE DE ABURRÁ"
"05","05001","05001025","ANTIOQUIA","MEDELLÍN","LA PALMA","CENTRO POBLADO","-75.648077","6.273406","MEDELLÍN, DISTRITO ESPECIAL DE CIENCIA, TECNOLOGÍA E INNOVACIÓN","MUNICIPIO","AREA METROPOLITANA DEL VALLE DE ABURRÁ"
"05","05001","05001027","ANTIOQUIA","MEDELLÍN","LAS PLAYAS","CENTRO POBLADO","-75.649303","6.284456","MEDELLÍN, DISTRITO ESPECIAL DE CIENCIA, TECNOLOGÍA E INNOVACIÓN","MUNICIPIO","AREA METROPOLITANA DEL VALLE DE ABURRÁ"
"05","05001","05001029","ANTIOQUIA","MEDELLÍN","PIEDRA GORDA","CENTRO POBLADO","-75.498185","6.234886","MEDELLÍN, DISTRITO ESPECIAL DE CIENCIA, TECNOLOGÍA E INNOVACIÓN","MUNICIPIO","AREA METROPOLITANA DEL VALLE DE ABURRÁ"
"05","05001","05001031","ANTIOQUIA","MEDELLÍN","POTRERITO","CENTRO POBLADO","-75.668067","6.183065","MEDELLÍN, DISTRITO ESPECIAL DE CIENCIA, TECNOLOGÍA E INNOVACIÓN","MUNICIPIO","AREA METROPOLITANA DEL VALLE DE ABURRÁ"
"05","05001","05001032","ANTIOQUIA","MEDELLÍN","TRAVESÍAS","CENTRO POBLADO","-75.643128","6.286948","MEDELLÍN, DISTRITO ESPECIAL DE CIENCIA, TECNOLOGÍA E INNOVACIÓN","MUNICIPIO","AREA METROPOLITANA DEL VALLE DE ABURRÁ"
"05","05001","05001033","ANTIOQUIA","MEDELLÍN","URQUITA","CENTRO POBLADO","-75.698148","6.365318","MEDELLÍN, DISTRITO ESPECIAL DE CIENCIA, TECNOLOGÍA E INNOVACIÓN","MUNICIPIO","AREA METROPOLITANA DEL VALLE DE ABURRÁ"
"05","05001","05001035","ANTIOQUIA","MEDELLÍN","BOQUERÓN","CENTRO POBLADO","-75.657851","6.315868","MEDELLÍN, DISTRITO ESPECIAL DE CIENCIA, TECNOLOGÍA E INNOVACIÓN","MUNICIPIO","AREA METROPOLITANA DEL VALLE DE ABURRÁ"
"05","05001","05001039","ANTIOQUIA","MEDELLÍN","EL LLANO 1","CENTRO POBLADO","-75.649476","6.294584","MEDELLÍN, DISTRITO ESPECIAL DE CIENCIA, TECNOLOGÍA E INNOVACIÓN","MUNICIPIO","AREA METROPOLITANA DEL VALLE DE ABURRÁ"
"05","05001","05001040","ANTIOQUIA","MEDELLÍN","EL LLANO","CENTRO POBLADO","-75.505515","6.195631","MEDELLÍN, DISTRITO ESPECIAL DE CIENCIA, TECNOLOGÍA E INNOVACIÓN","MUNICIPIO","AREA METROPOLITANA DEL VALLE DE ABURRÁ"
"05","05001","05001048","ANTIOQUIA","MEDELLÍN","LA VERDE","CENTRO POBLADO","-75.639004","6.189958","MEDELLÍN, DISTRITO ESPECIAL DE CIENCIA, TECNOLOGÍA E INNOVACIÓN","MUNICIPIO","AREA METROPOLITANA DEL VALLE DE ABURRÁ"
"05","05001","05001052","ANTIOQUIA","MEDELLÍN","MATASANO","CENTRO POBLADO","-75.493578","6.258862","MEDELLÍN, DISTRITO ESPECIAL DE CIENCIA, TECNOLOGÍA E INNOVACIÓN","MUNICIPIO","AREA METROPOLITANA DEL VALLE DE ABURRÁ"
"05","05001","05001054","ANTIOQUIA","MEDELLÍN","MATASANO 2","CENTRO POBLADO","-75.504674","6.266006","MEDELLÍN, DISTRITO ESPECIAL DE CIENCIA, TECNOLOGÍA E INNOVACIÓN","MUNICIPIO","AREA METROPOLITANA DEL VALLE DE ABURRÁ"
"05","05001","05001055","ANTIOQUIA","MEDELLÍN","MAZO","CENTRO POBLADO","-75.498723","6.24832","MEDELLÍN, DISTRITO ESPECIAL DE CIENCIA, TECNOLOGÍA E INNOVACIÓN","MUNICIPIO","AREA METROPOLITANA DEL VALLE DE ABURRÁ"
"05","05001","05001057","ANTIOQUIA","MEDELLÍN","MEDIA LUNA","CENTRO POBLADO","-75.516161","6.241195","MEDELLÍN, DISTRITO ESPECIAL DE CIENCIA, TECNOLOGÍA E INNOVACIÓN","MUNICIPIO","AREA METROPOLITANA DEL VALLE DE ABURRÁ"
"05","05001","05001066","ANTIOQUIA","MEDELLÍN","LAS CAMELIAS","CENTRO POBLADO","-75.643377","6.196729","MEDELLÍN, DISTRITO ESPECIAL DE CIENCIA, TECNOLOGÍA E INNOVACIÓN","MUNICIPIO","AREA METROPOLITANA DEL VALLE DE ABURRÁ"
"05","05002","05002000","ANTIOQUIA","ABEJORRAL","ABEJORRAL","CABECERA MUNICIPAL","-75.428739","5.789315","","MUNICIPIO",""
"05","05002","05002002","ANTIOQUIA","ABEJORRAL","PANTANILLO","CENTRO POBLADO","-75.490787","5.730256","","MUNICIPIO",""
"05","05002","05002004","ANTIOQUIA","ABEJORRAL","NARANJAL - LAS FONDAS","CENTRO POBLADO","-75.514084","5.763384","","MUNICIPIO",""
"05","05002","05002016","ANTIOQUIA","ABEJORRAL","LAS CANOAS","CENTRO POBLADO","-75.429071","5.782188","","MUNICIPIO",""
"05","05004","05004000","ANTIOQUIA","ABRIAQUÍ","ABRIAQUÍ","CABECERA MUNICIPAL","-76.064703","6.631806","","MUNICIPIO",""
"05","05004","05004003","ANTIOQUIA","ABRIAQUÍ","POTREROS SECTOR 1","CENTRO POBLADO","-76.089393","6.67448","","MUNICIPIO",""
"05","05021","05021000","ANTIOQUIA","ALEJANDRÍA","ALEJANDRÍA","CABECERA MUNICIPAL","-75.141346","6.376061","","MUNICIPIO",""
"05","05030","05030000","ANTIOQUIA","AMAGÁ","AMAGÁ","CABECERA MUNICIPAL","-75.702041","6.038817","","MUNICIPIO",""
"05","05030","05030001","ANTIOQUIA","AMAGÁ","CAMILO C","CENTRO POBLADO","-75.698672","6.02658","","MUNICIPIO",""
"05","05030","05030003","ANTIOQUIA","AMAGÁ","LA CLARITA","CENTRO POBLADO","-75.699419","6.069094","","MUNICIPIO",""
"05","05030","05030004","ANTIOQUIA","AMAGÁ","LA FERREIRA","CENTRO POBLADO","-75.709024","6.063192","","MUNICIPIO",""
"05","05030","05030005","ANTIOQUIA","AMAGÁ","LA GUALÍ","CENTRO POBLADO","-75.70687","6.057368","","MUNICIPIO",""
"05","05030","05030006","ANTIOQUIA","AMAGÁ","PIEDECUESTA","CENTRO POBLADO","-75.69346","6.049992","","MUNICIPIO",""
"05","05030","05030011","ANTIOQUIA","AMAGÁ","MINAS","CENTRO POBLADO","-75.701064","6.077355","","MUNICIPIO",""
"05","05030","05030012","ANTIOQUIA","AMAGÁ","CAMILO C - ALTO DE LA VIRGEN","CENTRO POBLADO","-75.703336","6.027213","","MUNICIPIO",""
"05","05030","05030013","ANTIOQUIA","AMAGÁ","PIEDECUESTA - MANI DE LAS CASAS","CENTRO POBLADO","-75.694019","6.055273","","MUNICIPIO",""
"05","05031","05031000","ANTIOQUIA","AMALFI","AMALFI","CABECERA MUNICIPAL","-75.082524","6.912305","","MUNICIPIO",""
"05","05031","05031004","ANTIOQUIA","AMALFI","PORTACHUELO","CENTRO POBLADO","-74.92645","6.801678","","MUNICIPIO",""
"05","05034","05034000","ANTIOQUIA","ANDES","ANDES","CABECERA MUNICIPAL","-75.878828","5.657194","","MUNICIPIO",""
"05","05034","05034001","ANTIOQUIA","ANDES","BUENOS AIRES","CENTRO POBLADO","-75.83555","5.682787","","MUNICIPIO",""
"05","05034","05034003","ANTIOQUIA","ANDES","SAN JOSÉ","CENTRO POBLADO","-75.870355","5.736089","","MUNICIPIO",""
"05","05034","05034006","ANTIOQUIA","ANDES","SANTA RITA","CENTRO POBLADO","-75.917387","5.612796","","MUNICIPIO",""
"05","05034","05034007","ANTIOQUIA","ANDES","TAPARTÓ","CENTRO POBLADO","-75.965055","5.700929","","MUNICIPIO",""
"05","05034","05034012","ANTIOQUIA","ANDES","SANTA INÉS","CENTRO POBLADO","-75.899904","5.563851","","MUNICIPIO",""
"05","05034","05034014","ANTIOQUIA","ANDES","SAN BARTOLO","CENTRO POBLADO","-75.853418","5.637615","","MUNICIPIO",""
"05","05034","05034015","ANTIOQUIA","ANDES","LA CHAPARRALA - LA UNIÓN","CENTRO POBLADO","-75.924471","5.652848","","MUNICIPIO",""
"05","05036","05036000","ANTIOQUIA","ANGELÓPOLIS","ANGELÓPOLIS","CABECERA MUNICIPAL","-75.711389","6.109719","","MUNICIPIO",""
"05","05036","05036001","ANTIOQUIA","ANGELÓPOLIS","LA ESTACIÓN","CENTRO POBLADO","-75.703416","6.084547","","MUNICIPIO",""
"05","05036","05036006","ANTIOQUIA","ANGELÓPOLIS","SANTA RITA","CENTRO POBLADO","-75.709746","6.099417","","MUNICIPIO",""
"05","05036","05036011","ANTIOQUIA","ANGELÓPOLIS","CIENAGUITA","CENTRO POBLADO","-75.749118","6.119138","","MUNICIPIO",""
"05","05038","05038000","ANTIOQUIA","ANGOSTURA","ANGOSTURA","CABECERA MUNICIPAL","-75.335116","6.885175","","MUNICIPIO",""
"05","05038","05038008","ANTIOQUIA","ANGOSTURA","LLANOS DE CUIBA","CENTRO POBLADO","-75.487459","6.812975","","MUNICIPIO",""
"05","05040","05040000","ANTIOQUIA","ANORÍ","ANORÍ","CABECERA MUNICIPAL","-75.148355","7.074703","","MUNICIPIO",""
"05","05040","05040002","ANTIOQUIA","ANORÍ","LIBERIA","CENTRO POBLADO","-74.999434","7.381356","","MUNICIPIO",""
"05","05042","05042000","ANTIOQUIA","SANTA FÉ DE ANTIOQUIA","SANTA FÉ DE ANTIOQUIA","CABECERA MUNICIPAL","-75.826648","6.556484","","MUNICIPIO",""
"05","05042","05042002","ANTIOQUIA","SANTA FÉ DE ANTIOQUIA","LAURELES","CENTRO POBLADO","-75.947975","6.490919","","MUNICIPIO",""
"05","05042","05042006","ANTIOQUIA","SANTA FÉ DE ANTIOQUIA","EL PESCADO","CENTRO POBLADO","-75.91043","6.495648","","MUNICIPIO",""
"05","05042","05042007","ANTIOQUIA","SANTA FÉ DE ANTIOQUIA","SABANAS","CENTRO POBLADO","-75.912663","6.460609","","MUNICIPIO",""
"05","05042","05042008","ANTIOQUIA","SANTA FÉ DE ANTIOQUIA","KILOMETRO 2","CENTRO POBLADO","-75.846441","6.560421","","MUNICIPIO",""
"05","05042","05042009","ANTIOQUIA","SANTA FÉ DE ANTIOQUIA","PASO REAL","CENTRO POBLADO","-75.819659","6.520831","","MUNICIPIO",""
"05","05044","05044000","ANTIOQUIA","ANZÁ","ANZÁ","CABECERA MUNICIPAL","-75.854442","6.302641","","MUNICIPIO",""
"05","05044","05044001","ANTIOQUIA","ANZÁ","GUINTAR","CENTRO POBLADO","-75.956132","6.30209","","MUNICIPIO",""
"05","05044","05044005","ANTIOQUIA","ANZÁ","LA CEJITA","CENTRO POBLADO","-75.911027","6.326701","","MUNICIPIO",""
"05","05044","05044006","ANTIOQUIA","ANZÁ","LA HIGUINA","CENTRO POBLADO","-75.850989","6.367318","","MUNICIPIO",""
"05","05045","05045000","ANTIOQUIA","APARTADÓ","APARTADÓ","CABECERA MUNICIPAL","-76.625135","7.883257","","MUNICIPIO",""
"05","05045","05045001","ANTIOQUIA","APARTADÓ","SAN JOSÉ DE APARTADÓ","CENTRO POBLADO","-76.562246","7.883894","","MUNICIPIO",""
"05","05045","05045002","ANTIOQUIA","APARTADÓ","CHURIDÓ","CENTRO POBLADO","-76.668837","7.864565","","MUNICIPIO",""
"05","05045","05045003","ANTIOQUIA","APARTADÓ","ZUNGO CARRETERA","CENTRO POBLADO","-76.649045","7.823743","","MUNICIPIO",""
"05","05045","05045009","ANTIOQUIA","APARTADÓ","EL REPOSO","CENTRO POBLADO","-76.653891","7.799491","","MUNICIPIO",""
"05","05045","05045010","ANTIOQUIA","APARTADÓ","BAJO DEL OSO","CENTRO POBLADO","-76.6253","7.910059","","MUNICIPIO",""
"05","05045","05045011","ANTIOQUIA","APARTADÓ","EL SALVADOR","CENTRO POBLADO","-76.648605","7.878334","","MUNICIPIO",""
"05","05045","05045014","ANTIOQUIA","APARTADÓ","PUERTO GIRÓN","CENTRO POBLADO","-76.737183","7.905166","","MUNICIPIO",""
"05","05045","05045015","ANTIOQUIA","APARTADÓ","LOMA VERDE","CENTRO POBLADO","-76.643607","7.823986","","MUNICIPIO",""
"05","05045","05045016","ANTIOQUIA","APARTADÓ","SAN PABLO","CENTRO POBLADO","-76.714702","7.897865","","MUNICIPIO",""
"05","05045","05045017","ANTIOQUIA","APARTADÓ","LA ESMERALDA","CENTRO POBLADO","","","","MUNICIPIO",""
"05","05045","05045018","ANTIOQUIA","APARTADÓ","SAL SI PUEDES","CENTRO POBLADO","","","","MUNICIPIO",""
"05","05051","05051000","ANTIOQUIA","ARBOLETES","ARBOLETES","CABECERA MUNICIPAL","-76.426708","8.849317","","MUNICIPIO",""
"05","05051","05051001","ANTIOQUIA","ARBOLETES","BUENOS AIRES","CENTRO POBLADO","-76.282648","8.611246","","MUNICIPIO",""
"05","05051","05051003","ANTIOQUIA","ARBOLETES","EL CARMELO","CENTRO POBLADO","-76.381608","8.616307","","MUNICIPIO",""
"05","05051","05051005","ANTIOQUIA","ARBOLETES","LAS NARANJITAS","CENTRO POBLADO","-76.333453","8.529288","","MUNICIPIO",""
"05","05051","05051008","ANTIOQUIA","ARBOLETES","EL YESO","CENTRO POBLADO","-76.475696","8.616279","","MUNICIPIO",""
"05","05051","05051009","ANTIOQUIA","ARBOLETES","LA TRINIDAD","CENTRO POBLADO","-76.510261","8.625491","","MUNICIPIO",""
"05","05051","05051010","ANTIOQUIA","ARBOLETES","LAS PLATAS (SANTAFÉ)","CENTRO POBLADO","-76.440354","8.581424","","MUNICIPIO",""
"05","05051","05051011","ANTIOQUIA","ARBOLETES","LA CANDELARIA","CENTRO POBLADO","-76.450294","8.657619","","MUNICIPIO",""
"05","05051","05051014","ANTIOQUIA","ARBOLETES","EL GUADUAL","CENTRO POBLADO","-76.384497","8.486778","","MUNICIPIO",""
"05","05051","05051017","ANTIOQUIA","ARBOLETES","LA ATOYOSA","CENTRO POBLADO","","","","MUNICIPIO",""
"05","05051","05051019","ANTIOQUIA","ARBOLETES","SAN JOSÉ DEL CARMELO","CENTRO POBLADO","","","","MUNICIPIO",""
"05","05051","05051020","ANTIOQUIA","ARBOLETES","CANIME","CENTRO POBLADO","","","","MUNICIPIO",""
"05","05051","05051021","ANTIOQUIA","ARBOLETES","NUEVA JERUSALÉN","CENTRO POBLADO","","","","MUNICIPIO",""
"05","05055","05055000","ANTIOQUIA","ARGELIA","ARGELIA","CABECERA MUNICIPAL","-75.141741","5.730672","","MUNICIPIO",""
"05","05059","05059000","ANTIOQUIA","ARMENIA","ARMENIA","CABECERA MUNICIPAL","-75.787072","6.155889","","MUNICIPIO",""
"05","05059","05059001","ANTIOQUIA","ARMENIA","LA HERRADURA","CENTRO POBLADO","-75.806938","6.146038","","MUNICIPIO",""
"05","05059","05059003","ANTIOQUIA","ARMENIA","EL SOCORRO","CENTRO POBLADO","-75.785122","6.146176","","MUNICIPIO",""
"05","05059","05059006","ANTIOQUIA","ARMENIA","FILO SECO","CENTRO POBLADO","-75.811939","6.142616","","MUNICIPIO",""
"05","05059","05059009","ANTIOQUIA","ARMENIA","PALMICHAL","CENTRO POBLADO","-75.807008","6.159839","","MUNICIPIO",""
"05","05079","05079000","ANTIOQUIA","BARBOSA","BARBOSA","CABECERA MUNICIPAL","-75.331627","6.439195","","MUNICIPIO","AREA METROPOLITANA DEL VALLE DE ABURRÁ"
"05","05079","05079001","ANTIOQUIA","BARBOSA","HATILLO","CENTRO POBLADO","-75.392108","6.410173","","MUNICIPIO","AREA METROPOLITANA DEL VALLE DE ABURRÁ"
"05","05079","05079005","ANTIOQUIA","BARBOSA","PLATANITO","CENTRO POBLADO","-75.406864","6.405181","","MUNICIPIO","AREA METROPOLITANA DEL VALLE DE ABURRÁ"
"05","05079","05079008","ANTIOQUIA","BARBOSA","ISAZA","CENTRO POBLADO","-75.362101","6.420168","","MUNICIPIO","AREA METROPOLITANA DEL VALLE DE ABURRÁ"
"05","05079","05079014","ANTIOQUIA","BARBOSA","POPALITO","CENTRO POBLADO","-75.284275","6.47285","","MUNICIPIO","AREA METROPOLITANA DEL VALLE DE ABURRÁ"
"05","05079","05079016","ANTIOQUIA","BARBOSA","YARUMITO","CENTRO POBLADO","-75.303734","6.457457","","MUNICIPIO","AREA METROPOLITANA DEL VALLE DE ABURRÁ"
"05","05079","05079017","ANTIOQUIA","BARBOSA","TABLAZO - HATILLO","CENTRO POBLADO","-75.413305","6.418865","","MUNICIPIO","AREA METROPOLITANA DEL VALLE DE ABURRÁ"
"05","05079","05079018","ANTIOQUIA","BARBOSA","EL PARAÍSO","CENTRO POBLADO","-75.414869","6.413138","","MUNICIPIO","AREA METROPOLITANA DEL VALLE DE ABURRÁ"
"05","05079","05079019","ANTIOQUIA","BARBOSA","EL SALADITO","CENTRO POBLADO","-75.401845","6.407348","","MUNICIPIO","AREA METROPOLITANA DEL VALLE DE ABURRÁ"
"05","05079","05079020","ANTIOQUIA","BARBOSA","LOMITA 1","CENTRO POBLADO","-75.406986","6.41825","","MUNICIPIO","AREA METROPOLITANA DEL VALLE DE ABURRÁ"
"05","05079","05079021","ANTIOQUIA","BARBOSA","LOMITA 2","CENTRO POBLADO","-75.407773","6.415728","","MUNICIPIO","AREA METROPOLITANA DEL VALLE DE ABURRÁ"
"05","05079","05079022","ANTIOQUIA","BARBOSA","LA PRIMAVERA","CENTRO POBLADO","-75.406364","6.413749","","MUNICIPIO","AREA METROPOLITANA DEL VALLE DE ABURRÁ"
"05","05079","05079023","ANTIOQUIA","BARBOSA","TAMBORCITO","CENTRO POBLADO","-75.311817","6.451623","","MUNICIPIO","AREA METROPOLITANA DEL VALLE DE ABURRÁ"
"05","05086","05086000","ANTIOQUIA","BELMIRA","BELMIRA","CABECERA MUNICIPAL","-75.667779","6.606319","","MUNICIPIO",""
"05","05086","05086001","ANTIOQUIA","BELMIRA","LABORES","CENTRO POBLADO","-75.612503","6.709708","","MUNICIPIO",""
"05","05086","05086003","ANTIOQUIA","BELMIRA","RÍO ARRIBA","CENTRO POBLADO","-75.671585","6.613094","","MUNICIPIO",""
"05","05088","05088000","ANTIOQUIA","BELLO","BELLO","CABECERA MUNICIPAL","-75.555245","6.333587","","MUNICIPIO","AREA METROPOLITANA DEL VALLE DE ABURRÁ"
"05","05088","05088008","ANTIOQUIA","BELLO","POTRERITO","CENTRO POBLADO","-75.579602","6.331692","","MUNICIPIO","AREA METROPOLITANA DEL VALLE DE ABURRÁ"
"05","05088","05088013","ANTIOQUIA","BELLO","SAN FÉLIX","CENTRO POBLADO","-75.608548","6.340434","","MUNICIPIO","AREA METROPOLITANA DEL VALLE DE ABURRÁ"
"05","05088","05088018","ANTIOQUIA","BELLO","EL PINAR","CENTRO POBLADO","-75.530891","6.301595","","MUNICIPIO","AREA METROPOLITANA DEL VALLE DE ABURRÁ"
"05","05088","05088020","ANTIOQUIA","BELLO","EL ALBERGUE","CENTRO POBLADO","-75.536494","6.306904","","MUNICIPIO","AREA METROPOLITANA DEL VALLE DE ABURRÁ"
"05","05088","05088022","ANTIOQUIA","BELLO","LA CHINA","CENTRO POBLADO","-75.614714","6.398128","","MUNICIPIO","AREA METROPOLITANA DEL VALLE DE ABURRÁ"
"05","05088","05088023","ANTIOQUIA","BELLO","LA UNIÓN","CENTRO POBLADO","-75.621225","6.38243","","MUNICIPIO","AREA METROPOLITANA DEL VALLE DE ABURRÁ"
"05","05091","05091000","ANTIOQUIA","BETANIA","BETANIA","CABECERA MUNICIPAL","-75.975655","5.744735","","MUNICIPIO",""
"05","05091","05091003","ANTIOQUIA","BETANIA","SAN LUIS","CENTRO POBLADO","-75.986423","5.7535","","MUNICIPIO",""
"05","05093","05093000","ANTIOQUIA","BETULIA","BETULIA","CABECERA MUNICIPAL","-75.984452","6.115208","","MUNICIPIO",""
"05","05093","05093001","ANTIOQUIA","BETULIA","ALTAMIRA","CENTRO POBLADO","-75.949285","6.21962","","MUNICIPIO",""
"05","05101","05101000","ANTIOQUIA","CIUDAD BOLÍVAR","CIUDAD BOLÍVAR","CABECERA MUNICIPAL","-76.021509","5.850273","","MUNICIPIO",""
"05","05101","05101002","ANTIOQUIA","CIUDAD BOLÍVAR","SAN BERNARDO DE LOS FARALLONES","CENTRO POBLADO","-76.029314","5.799984","","MUNICIPIO",""
"05","05101","05101006","ANTIOQUIA","CIUDAD BOLÍVAR","ALFONSO LÓPEZ (SAN GREGORIO)","CENTRO POBLADO","-75.957061","5.895614","","MUNICIPIO",""
"05","05101","05101008","ANTIOQUIA","CIUDAD BOLÍVAR","VILLA ALEGRÍA","CENTRO POBLADO","-76.01367","5.783321","","MUNICIPIO",""
"05","05101","05101010","ANTIOQUIA","CIUDAD BOLÍVAR","EL CABRERO - BOLÍVAR ARRIBA","CENTRO POBLADO","-76.035653","5.865983","","MUNICIPIO",""
"05","05107","05107000","ANTIOQUIA","BRICEÑO","BRICEÑO","CABECERA MUNICIPAL","-75.54813","7.114883","","MUNICIPIO",""
"05","05107","05107001","ANTIOQUIA","BRICEÑO","BERLÍN (PUEBLO NUEVO)","CENTRO POBLADO","-75.625932","7.10759","","MUNICIPIO",""
"05","05107","05107002","ANTIOQUIA","BRICEÑO","EL ROBLAL","CENTRO POBLADO","-75.586775","7.137653","","MUNICIPIO",""
"05","05107","05107003","ANTIOQUIA","BRICEÑO","LAS AURAS","CENTRO POBLADO","-75.51501","7.193361","","MUNICIPIO",""
"05","05107","05107004","ANTIOQUIA","BRICEÑO","TRAVESÍAS","CENTRO POBLADO","-75.57177","7.133972","","MUNICIPIO",""
"05","05113","05113000","ANTIOQUIA","BURITICÁ","BURITICÁ","CABECERA MUNICIPAL","-75.907496","6.71973","","MUNICIPIO",""
"05","05113","05113001","ANTIOQUIA","BURITICÁ","EL NARANJO","CENTRO POBLADO","-75.897525","6.69307","","MUNICIPIO",""
"05","05113","05113002","ANTIOQUIA","BURITICÁ","GUARCO","CENTRO POBLADO","-75.941921","6.727579","","MUNICIPIO",""
"05","05113","05113003","ANTIOQUIA","BURITICÁ","TABACAL","CENTRO POBLADO","-75.91451","6.805923","","MUNICIPIO",""
"05","05113","05113004","ANTIOQUIA","BURITICÁ","LLANOS DE URARCO","CENTRO POBLADO","-75.916915","6.910451","","MUNICIPIO",""
"05","05113","05113005","ANTIOQUIA","BURITICÁ","LA ANGELINA","CENTRO POBLADO","-75.847818","6.694226","","MUNICIPIO",""
"05","05113","05113008","ANTIOQUIA","BURITICÁ","LA MARIELA","CENTRO POBLADO","-75.906473","6.72694","","MUNICIPIO",""
"05","05120","05120000","ANTIOQUIA","CÁCERES","CÁCERES","CABECERA MUNICIPAL","-75.35205","7.578366","","MUNICIPIO",""
"05","05120","05120002","ANTIOQUIA","CÁCERES","EL JARDÍN (TAMANÁ)","CENTRO POBLADO","-75.253751","7.754663","","MUNICIPIO",""
"05","05120","05120003","ANTIOQUIA","CÁCERES","GUARUMO","CENTRO POBLADO","-75.208141","7.854018","","MUNICIPIO",""
"05","05120","05120004","ANTIOQUIA","CÁCERES","MANIZALES","CENTRO POBLADO","-75.414361","7.836838","","MUNICIPIO",""
"05","05120","05120006","ANTIOQUIA","CÁCERES","PUERTO BÉLGICA","CENTRO POBLADO","-75.28467","7.665082","","MUNICIPIO",""
"05","05120","05120010","ANTIOQUIA","CÁCERES","PIAMONTE","CENTRO POBLADO","-75.205584","7.782877","","MUNICIPIO",""
